Schema,Table,FullTableName,Position,Field,DataType,Key,Nullable,Description,TableDescription,SapReference,SourceFile
co,ActivityPrice,co.ActivityPrice,6,FiscalYear,smallint,AK,no,Fiscal year,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,7,FiscalPeriod,tinyint,AK,no,Period,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,8,PlanVersion,nvarchar(3),AK,no,"Plan version, e.g. `000`",Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,9,FixedPrice,"decimal(19,4)",,no,Fixed portion of the price,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,10,VariablePrice,"decimal(19,4)",,no,Variable portion of the price,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,11,PriceUnit,int,,no,Price unit (price per n units),Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,12,CurrencyCode,nvarchar(5),FK,no,Currency,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,13,PlannedQuantity,"decimal(23,6)",,yes,Planned activity quantity,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,14,CapacityQuantity,"decimal(23,6)",,yes,Capacity,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,15,IsActualPrice,bit,,no,Actual price calculated at period end,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,16,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,17,CreatedBy,nvarchar(64),,no,Creating user name,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,18,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,19,ModifiedBy,nvarchar(64),,yes,Last changing user name,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,20,RowVersion,rowversion,,no,Optimistic concurrency token,Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,ActivityPrice,co.ActivityPrice,21,IsActive,bit,,no,Soft-delete / active flag (master + config only),Planned or actual price of an activity type per cost centre and period,,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,1,Id,bigint,PK,no,Surrogate key,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,3,ControllingAreaId,bigint,"AK,FK",no,Controlling area,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,4,StatisticalKeyFigure,nvarchar(6),AK,no,"Key figure code, e.g. `HEADCNT`, `AREA`",Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,5,Name,nvarchar(40),,no,Description,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,6,UnitOfMeasure,nvarchar(3),FK,no,Unit,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,7,KeyFigureCategory,nvarchar(1),,no,"`1` fixed value, `2` total value",Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,8,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,9,CreatedBy,nvarchar(64),,no,Creating user name,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,10,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,11,ModifiedBy,nvarchar(64),,yes,Last changing user name,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,12,RowVersion,rowversion,,no,Optimistic concurrency token,Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigure,co.StatisticalKeyFigure,13,IsActive,bit,,no,Soft-delete / active flag (master + config only),Statistical key figure,TKA03,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,1,Id,bigint,PK,no,Surrogate key,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,3,StatisticalKeyFigureId,bigint,"AK,FK",no,Key figure,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,4,ObjectType,nvarchar(20),AK,no,"`CostCenter`, `InternalOrder`, `ProfitCenter`",Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,5,ObjectId,bigint,AK,no,Receiving object,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,6,FiscalYear,smallint,AK,no,Fiscal year,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,7,FiscalPeriod,tinyint,AK,no,Period,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,8,PlanVersion,nvarchar(3),AK,no,Plan version (`000` = actual),Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,9,IsPlan,bit,AK,no,Plan or actual value,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,10,Quantity,"decimal(23,6)",,no,Value,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,11,UnitOfMeasure,nvarchar(3),FK,no,Unit,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,12,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,13,CreatedBy,nvarchar(64),,no,Creating user name,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,14,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,15,ModifiedBy,nvarchar(64),,yes,Last changing user name,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,16,RowVersion,rowversion,,no,Optimistic concurrency token,Posted statistical key figure value,,07_controlling.md
co,StatisticalKeyFigureValue,co.StatisticalKeyFigureValue,17,IsActive,bit,,no,Soft-delete / active flag (master + config only),Posted statistical key figure value,,07_controlling.md
co,InternalOrderType,co.InternalOrderType,1,Id,bigint,PK,no,Surrogate key,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,3,OrderType,nvarchar(4),AK,no,Order type key,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,4,Name,nvarchar(40),,no,Description,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,5,OrderCategory,nvarchar(20),,no,"`Overhead`, `Investment`, `Accrual`, `RevenueBearing`, `Production`",Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,6,NumberRangeObjectId,bigint,FK,no,Number range object,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,7,NumberRangeCode,nvarchar(2),,no,Number range interval,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,8,IsStatisticalOnly,bit,,no,Statistical orders only,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,9,IsRevenuePostingAllowed,bit,,no,Revenue postings allowed,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,10,IsCommitmentManagementActive,bit,,no,Commitment management active,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,11,IsBudgetControlActive,bit,,no,Availability control active,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,12,SettlementProfile,nvarchar(6),,yes,Settlement profile,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,13,PlanningProfile,nvarchar(6),,yes,Planning profile,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,14,BudgetProfile,nvarchar(6),,yes,Budget profile,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,15,StatusProfile,nvarchar(8),,yes,Status profile,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,16,IsMasterDataFieldsRequired,bit,,no,Responsible cost centre mandatory,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,17,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,18,CreatedBy,nvarchar(64),,no,Creating user name,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,19,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,20,ModifiedBy,nvarchar(64),,yes,Last changing user name,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,21,RowVersion,rowversion,,no,Optimistic concurrency token,Internal order type,T003O,07_controlling.md
co,InternalOrderType,co.InternalOrderType,22,IsActive,bit,,no,Soft-delete / active flag (master + config only),Internal order type,T003O,07_controlling.md
co,InternalOrder,co.InternalOrder,1,Id,bigint,PK,no,Surrogate key,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,3,ControllingAreaId,bigint,"AK,FK",no,Controlling area,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,4,OrderNumber,nvarchar(12),AK,no,Internal order number (not an internal counter),Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,5,OrderTypeId,bigint,FK,no,Order type,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,6,Description,nvarchar(60),IX,no,Order description,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,7,LongText,nvarchar(max),,yes,Long text,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,8,CompanyCodeId,bigint,FK,no,Company code,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,9,BusinessAreaId,bigint,FK,yes,Business area,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,10,PlantId,bigint,FK,yes,Plant,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,11,ResponsibleCostCenterId,bigint,FK,no,Responsible cost centre,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,12,RequestingCostCenterId,bigint,FK,yes,Requesting cost centre,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,13,ProfitCenterId,bigint,FK,yes,Profit centre,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,14,SegmentId,bigint,FK,yes,Segment,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,15,FunctionalAreaId,bigint,FK,yes,Functional area,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,16,ResponsiblePersonPartnerId,bigint,FK,yes,Person responsible,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,17,ApplicantName,nvarchar(60),,yes,Applicant,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,18,CurrencyCode,nvarchar(5),FK,no,Order currency,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,19,IsStatistical,bit,,no,Statistical order — no settlement,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,20,IsRevenueBearing,bit,,no,Revenue postings allowed,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,21,SystemStatus,nvarchar(20),IX,no,"`Created`, `Released`, `TechnicallyCompleted`, `Closed`, `Locked`, `MarkedForDeletion`",Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,22,UserStatus,nvarchar(20),,yes,User status,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,23,WorkStartDate,date,,yes,Planned start,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,24,WorkEndDate,date,,yes,Planned finish,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,25,ActualStartDate,date,,yes,Actual start,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,26,ActualEndDate,date,,yes,Actual finish,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,27,EstimatedTotalCost,"decimal(19,4)",,yes,Estimated cost,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,28,InvestmentReason,nvarchar(2),,yes,Investment reason,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,29,AssetId,bigint,FK,yes,Asset under construction linked to the order,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,30,IsBudgetControlActive,bit,,no,Availability control active,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,31,IsMarkedForDeletion,bit,,no,Deletion flag,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,32,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,33,CreatedBy,nvarchar(64),,no,Creating user name,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,34,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,35,ModifiedBy,nvarchar(64),,yes,Last changing user name,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,36,RowVersion,rowversion,,no,Optimistic concurrency token,Internal order master,AUFK,07_controlling.md
co,InternalOrder,co.InternalOrder,37,IsActive,bit,,no,Soft-delete / active flag (master + config only),Internal order master,AUFK,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,1,Id,bigint,PK,no,Surrogate key,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,3,InternalOrderId,bigint,"AK,FK",no,Internal order,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,4,FiscalYear,smallint,AK,no,Fiscal year (`0` = overall budget),Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,5,BudgetVersion,nvarchar(3),AK,no,Budget version,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,6,CurrencyCode,nvarchar(5),FK,no,Currency,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,7,OriginalBudget,"decimal(19,4)",,no,Original budget,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,8,SupplementAmount,"decimal(19,4)",,no,Supplements,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,9,ReturnAmount,"decimal(19,4)",,no,Returns,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,10,CurrentBudget,"decimal(19,4)",,no,Current budget,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,11,AssignedAmount,"decimal(19,4)",,no,Actuals + commitments,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,12,AvailableAmount,"decimal(19,4)",,no,Remaining budget,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,13,UsagePercent,"decimal(9,4)",,no,Utilisation,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,14,WarningThresholdPercent,"decimal(9,4)",,yes,Threshold for a warning,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,15,ErrorThresholdPercent,"decimal(9,4)",,yes,Threshold that blocks postings,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,16,IsBudgetExceeded,bit,,no,Budget exceeded,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,17,ReleasedAmount,"decimal(19,4)",,yes,Budget released for use,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,18,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,19,CreatedBy,nvarchar(64),,no,Creating user name,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,20,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,21,ModifiedBy,nvarchar(64),,yes,Last changing user name,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,22,RowVersion,rowversion,,no,Optimistic concurrency token,Annual and overall budget with availability control,BPJA,07_controlling.md
co,InternalOrderBudget,co.InternalOrderBudget,23,IsActive,bit,,no,Soft-delete / active flag (master + config only),Annual and overall budget with availability control,BPJA,07_controlling.md
co,SettlementRule,co.SettlementRule,1,Id,bigint,PK,no,Surrogate key,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,3,SenderObjectType,nvarchar(20),AK,no,"`InternalOrder`, `AssetUnderConstruction`, `Project`",Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,4,SenderObjectId,bigint,"AK,FK",no,Sender object,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,5,RuleNumber,int,AK,no,Distribution rule number,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,6,ReceiverType,nvarchar(20),,no,"`CostCenter`, `GLAccount`, `Asset`, `InternalOrder`, `ProfitCenter`, `Project`",Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,7,ReceiverObjectId,bigint,,no,Receiver key,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,8,SettlementType,nvarchar(3),,no,"`PER` periodic, `FUL` full settlement",Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,9,Percentage,"decimal(9,4)",,yes,Share in percent,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,10,EquivalenceNumber,int,,yes,Equivalence number for proportional split,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,11,AmountLimit,"decimal(19,4)",,yes,Maximum amount to settle,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,12,SettlementCostElementId,bigint,FK,yes,Settlement cost element,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,13,ValidFromPeriod,tinyint,,yes,First period the rule applies,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,14,ValidFromYear,smallint,,yes,First year the rule applies,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,15,ValidToPeriod,tinyint,,yes,Last period,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,16,ValidToYear,smallint,,yes,Last year,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,17,IsBlocked,bit,,no,Rule blocked,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,18,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,19,CreatedBy,nvarchar(64),,no,Creating user name,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,20,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,21,ModifiedBy,nvarchar(64),,yes,Last changing user name,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,22,RowVersion,rowversion,,no,Optimistic concurrency token,Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementRule,co.SettlementRule,23,IsActive,bit,,no,Soft-delete / active flag (master + config only),Settlement rule of a sender object,COBRB,07_controlling.md
co,SettlementDocument,co.SettlementDocument,1,Id,bigint,PK,no,Surrogate key,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,3,ControllingAreaId,bigint,"AK,FK",no,Controlling area,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,4,SettlementDocumentNumber,nvarchar(20),AK,no,Settlement document number,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,5,SenderObjectType,nvarchar(20),,no,Sender object type,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,6,SenderObjectId,bigint,"FK,IX",no,Sender object,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,7,FiscalYear,smallint,,no,Fiscal year,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,8,FiscalPeriod,tinyint,,no,Settlement period,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,9,PostingDate,date,,no,Posting date,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,10,SettlementType,nvarchar(3),,no,"`PER`, `FUL`",Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,11,CurrencyCode,nvarchar(5),FK,no,Currency,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,12,TotalSettledAmount,"decimal(19,4)",,no,Total settled,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,13,IsTestRun,bit,,no,Test run,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,14,IsReversed,bit,,no,Reversed,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,15,JournalEntryHeaderId,bigint,FK,yes,Accounting document created,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,16,Status,nvarchar(20),,no,"`Simulated`, `Posted`, `Reversed`, `Failed`",Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,17,ExecutedAt,datetime2(3),,no,Execution timestamp (UTC),Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,18,ExecutedBy,nvarchar(64),,no,Executing user or job,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,19,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,20,CreatedBy,nvarchar(64),,no,Creating user name,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,21,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,22,ModifiedBy,nvarchar(64),,yes,Last changing user name,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,23,RowVersion,rowversion,,no,Optimistic concurrency token,Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocument,co.SettlementDocument,24,IsActive,bit,,no,Soft-delete / active flag (master + config only),Executed settlement,settlement documents from `KO88`,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,1,Id,bigint,PK,no,Surrogate key,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,3,SettlementDocumentId,bigint,"AK,FK",no,Settlement document,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,4,ItemNumber,int,AK,no,Item number,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,5,SettlementRuleId,bigint,FK,yes,Rule applied,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,6,ReceiverType,nvarchar(20),,no,Receiver type,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,7,ReceiverObjectId,bigint,,no,Receiver key,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,8,CostElementId,bigint,FK,no,Settlement cost element,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,9,SettledAmount,"decimal(19,4)",,no,Amount settled,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,10,SettledAmountInLocalCurrency,"decimal(19,4)",,no,Amount in local currency,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,11,Quantity,"decimal(23,6)",,yes,Quantity settled,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,12,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,13,CreatedBy,nvarchar(64),,no,Creating user name,Amount settled to one receiver,,07_controlling.md
co,SettlementDocumentItem,co.SettlementDocumentItem,14,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Amount settled to one receiver,,07_controlling.md
